Rowid,Country,State lgd code,State,District lgd code,District,Year,Households that applied for a job card,Job cards issued,Job cards issued for scheduled caste,Job cards issued for scheduled tribes,Job cards issued for non scheduled tribes or scheduled caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster rolls filled,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Households that reached a 100 day limit,Persons with disability,Non scheduled tribes or scheduled caste houeholds that worked,Total person days worked by non scheduled tribes or scheduled caste persons.,Scheduled caste houeholds that worked,Total person days worked scheduled caste persons,Scheduled tribe houeholds that worked,Total person days worked scheduled tribe persons,Households that worked on land reform or indira awas yojana,Total person days worked by women,Total person days,Scheduled caste households that reached a 100 day limit,Scheduled tribe households that reached a 100 day limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under mahatma gandhi national rural employment guarantee act (mgnrega),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts
3811,India,20,Jharkhand,326,Dumka,2011-12,210366,209739,13902,104157,91680,85438,168280,85438,168280,57009,85045,166957,2357,1300,35991,1441029,4882,183333,44172,1679058,1,984607,3303420,133,1236,3991.730,1496.230,3992.830,1496.980,2363335.380,77566,14082,5805,8277,17028412,187581,104061,83520,379685267
3812,India,20,Jharkhand,326,Dumka,2012-13,213048,211959,13998,104807,93154,79297,156808,79296,156807,56987,78844,155620,6103,1180,34175,1436753,4433,180645,40236,1720987,4,1053956,3338385,317,3329,4072.240,1611.670,4072.680,1611.670,11008031.410,50188,5857,3104,2753,8233958,194639,143182,51457,339111342
3813,India,20,Jharkhand,326,Dumka,2013-14,206733,205428,13299,102297,89832,72376,117483,72374,117481,49242,68909,110445,4273,632,29102,1158968,3694,144664,36113,1453650,4,767449,2757282,219,2230,3781.200,989.770,3801.680,989.770,7435763.520,51428,42364,41375,989,22335996,149056,114948,34108,262635828
3814,India,20,Jharkhand,326,Dumka,2014-15,189607,188087,12156,92492,83439,72000,107106,71970,107054,50176,66546,96328,4871,538,28967,1227889,3532,146586,34047,1398735,10,745114,2773210,314,2406,4034.390,970.020,4165.890,975.990,3912822.970,53070,41086,40101,985,22843264,155979,124783,31196,289221690
3815,India,20,Jharkhand,326,Dumka,2015-16,201282,196925,12541,93797,90587,79425,120648,79265,120256,81826,70281,102071,17124,565,32855,2014559,3681,227909,33745,2169745,133,1316014,4412213,899,8802,5702.580,2021.890,6419.050,2064.720,4120416.480,100993,180675,175507,5168,536626026,34975,25624,9351,4659012
3816,India,20,Jharkhand,326,Dumka,2016-17,211842,201324,12309,90877,98138,109838,169413,109797,169321,83355,89117,127512,1359,624,45129,1873376,4760,188588,39228,1491197,90,1098496,3553161,82,570,5909.790,2990.420,6498.330,3043.850,4703618.930,186795,174615,171606,3009,399257421,24541,18188,6353,472768
3817,India,20,Jharkhand,326,Dumka,2017-18,200646,184565,10722,78434,95409,99810,143934,99780,143878,119260,73179,93587,3379,280,42756,1806526,4064,167760,26359,1082749,477,1011318,3057035,213,1256,5346.240,2229.030,5442.810,2268.020,8761556.820,251607,204237,201119,3118,459048330,23787,17694,6093,1008
3818,India,20,Jharkhand,326,Dumka,2018-19,228903,207781,11413,82965,113403,88312,117240,88239,117135,102922,72835,89522,1949,217,46494,2168375,3603,170203,22738,993953,1253,1212030,3332531,100,644,5586.420,3016.120,5630.210,3041.720,6215184.270,234775,229810,226752,3058,516920325,22987,17237,5750,0
3819,India,20,Jharkhand,326,Dumka,2019-20,261819,237609,12487,90193,134929,98930,125224,98790,125033,107782,84860,102438,3336,205,56211,2934162,3845,199086,24804,1179995,0,1722006,4313243,0,0,7326.410,3718.510,7363.630,3726.380,5215422.930,257895,288893,285734,3159,705611416,22157,16680,5477,4104
3820,India,20,Jharkhand,326,Dumka,2020-21,320632,274447,13072,98477,162898,175793,228899,175676,228734,168691,125915,148257,6297,276,85693,4229501,5345,275909,34877,1626128,0,2554688,6131538,0,0,11869.500,1926.930,11921.470,2695.370,1373235.020,490369,295511,292261,3250,1166215785,22321,16827,5494,0
3821,India,20,Jharkhand,327,East Singhbum,2011-12,217304,217129,11591,113920,91618,74690,120500,74690,120500,47491,74372,119843,2102,66,27577,772543,3779,115439,43016,1327876,17,862558,2215858,100,1346,2656.910,1173.850,2661.180,1174.960,2742917.360,38063,26565,20157,6408,26577810,126847,98267,28580,201076621
3822,India,20,Jharkhand,327,East Singhbum,2012-13,218408,217529,11425,114970,91134,75775,129295,75775,129295,61244,75428,128534,6246,64,26085,953560,3626,132922,45717,1932211,113,1246028,3018693,240,4182,3678.680,1666.850,3682.070,1674.150,3828129.640,57339,34132,29293,4839,69375418,136651,116104,20547,246323556
3823,India,20,Jharkhand,327,East Singhbum,2013-14,203925,202701,10276,108652,83773,60076,95119,60076,95120,42436,56985,88732,3000,79,19891,619884,2532,78105,34562,1239017,151,812766,1937006,92,2095,2512.430,1016.760,2519.170,1020.530,808082.060,34028,36581,32657,3924,47516353,141001,125530,15471,172568940
3824,India,20,Jharkhand,327,East Singhbum,2014-15,195267,194152,9960,103468,80724,55904,82410,55900,82407,37125,50570,71908,2295,66,18201,568839,2216,63429,30153,1010343,182,683095,1642611,67,1468,2505.780,1186.560,2520.330,1189.510,731994.810,32667,42589,38863,3726,49449308,142572,128768,13804,174355679
3825,India,20,Jharkhand,327,East Singhbum,2015-16,198685,196524,10091,104854,81579,58278,87637,58227,87554,52974,51095,72290,4405,77,18693,678703,2365,88973,30037,1220279,176,825081,1987955,200,2830,3274.100,1556.870,3289.740,1556.910,21891.880,45132,169360,166223,3137,303867199,46925,40713,6212,3766798
3826,India,20,Jharkhand,327,East Singhbum,2016-17,207214,202080,10181,107874,84025,82184,131283,82166,131246,85883,69064,100605,1051,87,27884,885883,3304,106610,37876,1210027,218,930221,2202520,67,561,3756.180,1298.990,3776.340,1302.120,222075.950,148727,189374,187394,1980,334700084,37922,33664,4258,9018
3827,India,20,Jharkhand,327,East Singhbum,2017-18,215306,205828,10256,108510,87062,67774,110490,67741,110410,192081,53442,73890,1133,99,22461,778506,2692,101446,28289,1010190,178,749871,1890142,61,627,3172.780,1598.920,3182.270,1604.400,16022.560,208782,203652,201443,2209,305373715,36809,32735,4074,0
3828,India,20,Jharkhand,327,East Singhbum,2018-19,224197,211229,10373,110766,90090,51038,81807,51025,81767,146913,41378,56021,340,70,18452,742870,1761,56834,21165,708177,190,609612,1507881,7,192,2538.150,997.310,2543.250,1003.920,12481.390,161861,220621,218171,2450,251158206,35486,31576,3910,0
3829,India,20,Jharkhand,327,East Singhbum,2019-20,235732,224354,10642,116117,97595,56468,87282,56449,87242,152158,46199,62334,827,113,18958,759234,2091,88027,25150,1095903,0,853255,1943164,0,0,3329.880,553.250,3334.330,554.070,12953.720,161998,276143,272717,3426,323717644,31630,28261,3369,0
3830,India,20,Jharkhand,327,East Singhbum,2020-21,265278,247720,11005,123010,113705,131668,216324,131650,216286,304660,107713,149604,4297,350,54564,2191516,4261,166932,48888,1901418,0,1943929,4259866,0,0,8243.220,2383.700,8259.750,2799.830,33564.360,439743,278623,275090,3533,805196406,31528,28182,3346,0
3831,India,20,Jharkhand,328,Garhwa,2011-12,195087,192357,57015,37249,98093,77137,126285,77137,126285,68381,77083,126152,2423,55,39031,1841050,22383,1009316,15669,713775,1469,1147842,3564141,668,458,4273.310,1021.340,4273.540,1021.340,213797.580,67574,13997,10617,3380,30546650,130446,100886,29560,362897373
3832,India,20,Jharkhand,328,Garhwa,2012-13,196340,192920,56898,37256,98766,65720,104525,65720,104526,57149,65641,104370,2027,43,34004,1512013,18909,836169,12728,553919,1150,965976,2902101,600,338,3533.010,2473.010,3533.010,2473.730,6331132.490,54609,19141,15598,3543,34163315,121738,104091,17647,264920999
3833,India,20,Jharkhand,328,Garhwa,2013-14,154922,149401,43746,30075,75580,54842,85735,54832,85720,21874,47033,72428,707,35,23525,800834,13307,437025,10201,365501,794,550842,1603360,192,180,2094.620,1202.600,2122.670,1204.370,13640048.310,57325,23263,18116,5147,32750556,121290,110062,11228,136242119
3834,India,20,Jharkhand,328,Garhwa,2014-15,158205,155069,43552,30310,81207,62014,90403,62005,90389,26449,54628,76521,2070,39,28503,1195607,14183,571325,11942,493551,691,711410,2260483,505,400,3370.820,240.280,3454.180,252.210,5966308.060,33740,28516,21807,6709,58761218,110890,100313,10577,208039503
3835,India,20,Jharkhand,328,Garhwa,2015-16,162703,157509,43094,30153,84262,60871,92558,60838,92509,33068,52573,76554,6542,32,27847,1429410,13437,680601,11289,572303,694,910050,2682314,1708,1295,4153.820,1358.970,4187.150,1372.820,9357405.950,102199,167131,152425,14706,339261512,20485,18630,1855,2308914
3836,India,20,Jharkhand,328,Garhwa,2016-17,218310,198523,44950,31595,121978,137591,225197,137525,225051,66818,109352,167724,892,214,68940,2798297,23262,995443,17150,747349,1343,1733959,4541089,212,190,7566.600,2463.820,7899.840,2527.220,5251745.340,264573,169223,164374,4849,502809434,17255,15789,1466,337548
3837,India,20,Jharkhand,328,Garhwa,2017-18,224455,195940,43283,29227,123430,92461,141510,92452,141496,64743,74777,108870,1024,141,49678,1921502,14506,538796,10593,368312,870,1146028,2828610,203,101,4716.160,1514.860,4862.680,1557.970,2476387.060,295533,204297,199002,5295,399329742,15729,14406,1323,6048
3838,India,20,Jharkhand,328,Garhwa,2018-19,248450,219398,44665,30162,144571,102668,150250,102653,150218,97792,87133,121520,1035,172,60274,2574724,16309,665488,10550,412349,987,1524690,3652561,178,98,6093.060,3364.780,6157.390,3399.930,1889793.440,344028,236957,231659,5298,555302703,14444,13218,1226,6048
3839,India,20,Jharkhand,328,Garhwa,2019-20,277124,248302,45883,31355,171064,121685,173368,121661,173337,123757,106892,147009,1601,214,77557,3785088,17785,796592,11550,521629,0,2185377,5103309,0,0,8676.290,5091.660,8734.380,5174.420,653504.370,416074,354405,347572,6833,821809836,13067,11971,1096,0
3840,India,20,Jharkhand,328,Garhwa,2020-21,368909,309506,49501,35669,224336,216565,312643,216570,312634,226058,183210,252846,6974,353,141661,6917086,23372,1096194,18177,898198,0,3927288,8911478,0,0,17147.210,7040.810,17240.930,8774.770,677361.460,753152,366429,359267,7162,1670772369,13207,12100,1107,0
3841,India,20,Jharkhand,329,Giridih,2011-12,219713,219665,31784,29737,158144,103204,172641,103204,172642,97578,102890,171980,5333,201,74352,3462405,13089,586062,15449,650130,72,1537589,4698597,582,419,5638.890,2585.090,5639.100,2585.770,44480.410,61579,11399,9366,2033,16749037,197112,170708,26404,532730363
3842,India,20,Jharkhand,329,Giridih,2012-13,221438,221212,31023,29423,160766,100504,160509,100504,160508,93373,99080,157560,7849,188,71486,3105379,12051,520039,15543,705690,68,1396197,4331108,934,1186,5280.600,3145.640,5282.330,3151.340,1559717.340,75499,55064,50616,4448,113064665,142031,123104,18927,344334541
3843,India,20,Jharkhand,329,Giridih,2013-14,187642,187531,24643,25602,137286,93261,150035,93253,150023,92577,86362,136392,6597,157,62650,2827898,10127,448271,13585,602900,52,1289982,3879069,744,855,5285.500,3176.230,5316.280,3183.690,9234595.980,88282,60972,56269,4703,148563339,131341,113517,17824,301437347
3844,India,20,Jharkhand,329,Giridih,2014-15,182010,181921,23743,24947,133231,69724,105837,69628,105597,57023,59464,85584,3396,103,43186,1842986,6271,245100,10007,384404,46,814882,2472490,291,411,3865.720,2094.950,3879.730,2129.290,3762756.330,80843,66267,61621,4646,138478155,119780,103019,16761,185835372
3845,India,20,Jharkhand,329,Giridih,2015-16,189431,188902,24272,25653,138977,77466,113382,77383,113262,89932,65608,91523,13307,195,47171,2711360,7293,415040,11144,702736,75,1305381,3829136,1399,2744,6012.020,2034.480,6032.000,2055.030,3148131.100,109436,212449,198459,13990,525161710,41106,37410,3696,19963802
3846,India,20,Jharkhand,329,Giridih,2016-17,249882,245517,26702,28799,190016,152946,233824,152934,233798,168428,128126,184110,3237,407,99271,4624162,12234,562769,16621,820018,235,2363678,6006949,287,494,9940.430,4528.560,10169.790,4573.930,2624226.710,248981,211969,211775,194,720474273,29470,29360,110,243588
3847,India,20,Jharkhand,329,Giridih,2017-18,267973,255528,26478,28660,200390,139713,190909,139642,190805,204965,108614,136831,4159,697,87154,3922324,9704,425232,11756,557169,428,2123062,4904725,402,599,8236.170,3389.010,8298.190,3433.730,2623482.770,342127,250201,249757,444,724805565,28763,28653,110,9060
3848,India,20,Jharkhand,329,Giridih,2018-19,307236,290757,28210,30860,231687,130405,162713,130348,162631,177030,107889,128678,1533,712,88408,4028294,8744,385537,10737,477535,854,2255147,4891366,128,229,8204.720,5107.550,8237.700,5134.430,1941285.920,326464,291514,290867,647,785834582,27986,27880,106,0
3849,India,20,Jharkhand,329,Giridih,2019-20,346123,328937,30400,34528,264009,143115,175641,143077,175584,219149,126189,150231,1330,794,104139,5125481,9038,415417,13012,625822,0,2919721,6166720,0,0,10490.850,5145.710,10522.070,5172.900,1353802.860,359266,425983,424715,1268,1027093511,26668,26565,103,0
3850,India,20,Jharkhand,329,Giridih,2020-21,509686,436276,36340,42260,357676,297453,368294,297332,368121,373490,235426,274317,5520,1279,197929,9526694,15688,741057,21809,1086171,0,5367286,11353922,0,0,21947.630,6466.720,22026.690,7401.680,578692.090,679994,435955,434589,1366,2160347729,26592,26489,103,0
3851,India,20,Jharkhand,330,Godda,2011-12,195722,194816,12477,41798,140541,74089,139362,74089,139360,64728,72997,136766,1623,418,49467,1793677,4999,178654,18531,698253,236,611716,2670584,89,464,3214.310,1388.580,3214.310,1388.580,1654939.120,48650,13311,10277,3034,16013880,140169,93018,47151,287364464
3852,India,20,Jharkhand,330,Godda,2012-13,185939,183470,11521,39346,132603,62551,113606,62541,113588,53553,61288,110771,3622,336,42069,1583268,4161,160598,15058,603666,194,567262,2347532,277,1036,2861.960,1393.730,2861.960,1395.690,11197928.200,52907,64734,55661,9073,84227128,83498,58500,24998,144010266
3853,India,20,Jharkhand,330,Godda,2013-14,183311,179128,10928,38398,129802,62281,103412,62255,103376,49090,58390,96126,4109,243,40379,1588654,3907,160547,14104,572321,134,652485,2321522,291,1032,3023.820,859.630,3075.530,866.930,26976051.610,77789,86857,70797,16060,199294534,57285,39540,17745,46151978
3854,India,20,Jharkhand,330,Godda,2014-15,177247,172666,10436,35834,126396,56471,96639,56462,96626,49957,50763,84615,3813,230,36666,1644169,3169,138245,10928,494355,65,768329,2276769,242,800,3621.600,961.760,3666.770,979.460,16795567.740,74013,94098,77354,16744,306014954,52925,37014,15911,236008
3855,India,20,Jharkhand,330,Godda,2015-16,185022,177920,10572,35752,131596,50351,77175,50335,77149,47782,45017,67556,6040,192,32083,1571794,2742,134935,10192,524863,70,750328,2231592,369,1387,3385.120,1310.830,3414.340,1313.950,13880312.130,73305,140281,134536,5745,292548228,33676,25869,7807,0
3856,India,20,Jharkhand,330,Godda,2016-17,200098,188498,10817,36810,140871,75020,114188,75016,114175,75820,63988,94286,1971,224,47115,2172941,3428,156025,13445,620530,96,1006073,2949496,98,488,4982.620,1959.280,5073.560,1975.800,7299264.680,133951,160053,158531,1522,423211466,27539,22240,5299,34684
3857,India,20,Jharkhand,330,Godda,2017-18,211808,193113,10637,36849,145627,78509,112836,78498,112819,130111,64485,85516,2571,226,48888,2215780,3512,153973,12085,533328,167,964455,2903081,88,539,4864.690,2678.540,4915.070,2698.150,540414.390,197446,173735,172041,1694,464420013,26960,21851,5109,8058
3858,India,20,Jharkhand,330,Godda,2018-19,222892,202064,11975,46104,143985,53072,72812,53065,72796,135075,44224,55967,829,132,31123,1362568,2414,105721,10687,485014,200,669770,1953303,24,227,3305.550,1986.550,3325.260,1988.750,24354.240,192419,193820,192047,1773,323084658,26360,21458,4902,0
3859,India,20,Jharkhand,330,Godda,2019-20,238207,217710,12465,48521,156724,57742,77045,57723,77017,154514,49987,63159,1215,151,35946,1839722,2190,105423,11851,599822,0,933890,2544967,0,0,4321.270,2445.460,4329.300,2446.130,26788.910,190194,260311,257936,2375,426133449,24934,20481,4453,0
3860,India,20,Jharkhand,330,Godda,2020-21,297599,260370,13316,52312,194742,135040,177041,135008,177003,248536,116036,143031,6512,390,90924,4629537,4829,243646,20283,1074958,0,2311234,5948141,0,0,11448.290,3588.750,11476.200,4791.280,48960.840,352983,263857,261387,2470,1127753683,24903,20468,4435,0
3861,India,20,Jharkhand,331,Gumla,2011-12,184770,184696,8597,132548,43551,67797,100855,67797,100856,41830,67160,99337,1606,108,12899,448204,2639,88198,51622,1945164,684,643174,2481566,49,1301,2975.540,1968.360,2976.070,1969.190,406146.220,63917,73280,61686,11594,82925698,97563,72818,24745,199419792
3862,India,20,Jharkhand,331,Gumla,2012-13,184163,183966,8566,131789,43611,58441,82558,58441,82560,30141,56801,79820,1778,87,10878,357375,2307,75053,43616,1508342,594,495997,1940770,57,1405,2363.810,1570.900,2367.440,1583.700,519856.420,85762,90561,80323,10238,77054578,77705,56337,21368,132734469
3863,India,20,Jharkhand,331,Gumla,2013-14,182434,181941,8514,130154,43273,46469,63474,46468,63473,14067,42432,57544,483,56,8615,207340,1657,38047,32160,826667,385,286893,1072054,12,372,1385.130,659.340,1394.560,666.110,515739.480,40035,95516,86467,9049,60710065,77532,59305,18227,62873033
3864,India,20,Jharkhand,331,Gumla,2014-15,181419,181403,8488,129271,43644,45449,58209,45449,58207,16116,39427,49944,333,51,8175,181695,1577,34029,29675,658002,484,221370,873726,11,255,1269.750,535.050,1312.600,559.520,175659.560,71108,106429,97554,8875,63153060,72918,56681,16237,48915040
3865,India,20,Jharkhand,331,Gumla,2015-16,181672,181644,8428,129047,44169,53111,71348,53073,71289,46950,48778,64060,5934,114,10297,487667,1953,88244,36528,1684969,586,609301,2260880,209,4391,3509.370,1686.950,3561.680,1696.770,888843.010,115293,175834,163702,12132,327142992,37686,29732,7954,14711814
3866,India,20,Jharkhand,331,Gumla,2016-17,190481,190110,8595,132449,49066,84667,127884,84644,127839,99372,72003,100663,1700,208,17582,695075,2841,106607,51580,2003987,682,938682,2805669,62,1267,4650.060,1685.440,4752.360,1702.240,6666540.630,192605,189357,182226,7131,412379213,35114,29876,5238,2963015
3867,India,20,Jharkhand,331,Gumla,2017-18,194571,192086,8607,132231,51248,70874,105548,70854,105507,145870,58706,80766,2909,362,16573,692218,2170,86633,39963,1599217,488,837794,2378068,93,2008,4030.250,795.910,4094.400,827.990,7374460.360,221726,202034,194800,7234,378672951,34002,28960,5042,28332
3868,India,20,Jharkhand,331,Gumla,2018-19,200356,195905,8706,133837,53362,50404,71622,50370,71525,101800,44170,58281,1274,305,13069,559640,1757,73458,29344,1224070,342,673656,1857168,41,857,3116.620,1734.970,3153.090,1753.890,4106154.390,194181,215841,208686,7155,308567265,32737,27970,4767,4032
3869,India,20,Jharkhand,331,Gumla,2019-20,208594,203140,8874,136267,57999,51564,73503,51535,73434,123538,45476,60282,1775,307,14620,742177,1792,87218,29064,1362638,0,823627,2192033,0,0,3723.320,1951.190,3745.780,1987.070,1734660.410,227668,252802,245457,7345,368614403,30546,26261,4285,0
3870,India,20,Jharkhand,331,Gumla,2020-21,232988,219518,9189,142139,68190,99980,147894,99968,147875,229417,85244,113220,6085,492,31670,1618526,2944,144038,50630,2415683,0,1647861,4178247,0,0,8044.560,3011.540,8132.370,3402.010,902129.810,398079,255527,248145,7382,796335936,30429,26167,4262,0
3871,India,20,Jharkhand,332,Hazaribagh,2011-12,183316,183079,46146,16750,120183,48040,78602,48040,78602,46874,47833,78189,3299,308,32182,1478114,11711,512015,3940,163140,252,729886,2153269,756,257,2611.540,1749.220,2611.870,1751.190,1232261.800,34740,21435,18056,3379,24539510,90882,51326,39556,217644709
3872,India,20,Jharkhand,332,Hazaribagh,2012-13,171191,170524,42932,15532,112060,43595,73468,43593,73466,40375,43126,72535,4377,425,28070,1224076,10902,502150,4154,186434,512,764861,1912660,1196,380,2320.970,1516.460,2320.970,1516.460,3875182.430,39503,31740,27429,4311,33277413,87518,60523,26995,161612736
3873,India,20,Jharkhand,332,Hazaribagh,2013-14,160883,160003,40029,14031,105943,42200,66662,42193,66653,26774,38736,60039,2049,250,26176,989899,8986,333505,3574,129393,555,539896,1452797,466,169,1965.970,1300.280,1976.450,1300.420,2051998.620,37527,36215,31176,5039,39032276,91767,65700,26067,135529751
3874,India,20,Jharkhand,332,Hazaribagh,2014-15,164362,163097,40273,14242,108582,42013,58513,42004,58502,23483,34230,46117,1989,150,23714,962542,7402,292557,3114,126968,643,498029,1382067,416,156,2145.540,858.120,2160.190,858.910,1373611.050,37348,41308,35661,5647,50427724,89146,64697,24449,143353923
3875,India,20,Jharkhand,332,Hazaribagh,2015-16,170793,167052,40537,14406,112109,43050,60858,43013,60812,32001,36694,49847,3273,161,25886,1182931,7696,336862,3112,127042,844,578551,1646835,654,187,2549.910,1402.810,2576.930,1408.350,1456085.870,70016,166081,152578,13503,234860294,28625,20826,7799,1143000
3876,India,20,Jharkhand,332,Hazaribagh,2016-17,212734,201728,44400,16154,141174,99533,151217,99497,151158,76581,86288,124876,2809,372,62777,2865734,16468,735611,7043,296829,1771,1607702,3898174,438,229,6429.200,2670.180,6530.960,2677.290,2189346.770,131697,162436,159663,2773,492160676,24840,18330,6510,195452
3877,India,20,Jharkhand,332,Hazaribagh,2017-18,204959,189458,40628,15178,133652,83089,119331,83029,119258,91060,61835,79893,1816,244,45913,1775572,11171,420381,4751,177133,2148,987031,2373086,293,146,3991.730,1281.090,4031.320,1295.730,702315.820,179955,180224,178650,1574,346654457,23795,17733,6062,2184
3878,India,20,Jharkhand,332,Hazaribagh,2018-19,219492,202737,41815,15835,145087,71240,96219,71053,95946,84005,52826,64645,985,186,38898,1652542,9937,392142,3991,163746,2381,906189,2208430,136,73,3703.320,2284.190,3730.580,2300.160,211297.580,180255,202289,200520,1769,345131290,23172,17347,5825,0
3879,India,20,Jharkhand,332,Hazaribagh,2019-20,238406,221091,43944,17040,160107,75872,97928,75770,97761,105324,61490,74272,1696,239,47779,2216345,9528,413548,4183,182526,0,1262276,2812419,0,0,4774.170,2156.390,4795.840,2169.260,86969.160,154828,277063,273646,3417,461998886,21662,16416,5246,0
3880,India,20,Jharkhand,332,Hazaribagh,2020-21,314546,273406,49691,20085,203630,157092,205573,156982,205388,204664,126784,153724,7223,675,98946,4502610,18802,787259,9036,400501,0,2568025,5690370,0,0,10957.400,3939.520,11016.240,4445.030,112020.140,372291,283588,280023,3565,1073250397,21609,16408,5201,1747
3881,India,20,Jharkhand,333,Jamtara,2011-12,111302,110734,11956,44460,54318,51408,67461,51408,67461,30729,51312,67292,1268,96,24905,840822,5679,176648,20728,673894,477,276378,1691364,139,466,2030.170,1376.380,2030.170,1376.380,19463.830,28022,4305,4126,179,7762568,101714,98891,2823,192973212
3882,India,20,Jharkhand,333,Jamtara,2012-13,114334,112122,12017,44838,55267,44514,60697,44514,60697,32433,43637,59302,2629,95,19903,714309,4857,181973,18877,763068,279,366110,1659350,299,1351,2021.480,1187.430,2021.480,1187.550,18125.680,36336,4467,4190,277,9483426,99057,97025,2032,182406248
3883,India,20,Jharkhand,333,Jamtara,2013-14,114393,111813,11880,44556,55377,44702,62658,44702,62658,40044,42050,58416,5450,87,19250,870534,4659,210770,18141,876637,304,483330,1957941,512,2600,2667.250,960.500,2671.590,960.500,117241.450,41611,4831,4562,269,12018762,96747,94845,1902,231414494
3884,India,20,Jharkhand,333,Jamtara,2014-15,113444,111809,11790,44374,55645,44974,63765,44973,63764,43485,41600,57154,5558,80,20337,981368,4425,207989,16838,819931,282,496421,2009288,576,2320,3077.010,1382.860,3136.740,1382.880,21874.230,47442,5607,5322,285,16244844,97667,95590,2077,281833416
3885,India,20,Jharkhand,333,Jamtara,2015-16,114169,112415,11841,44439,56135,42130,58456,42081,58392,48121,38135,51123,6983,74,19101,1074991,4067,212869,14967,819394,287,486840,2107254,678,2730,3314.470,1619.380,3353.140,1619.380,17366.720,49987,88217,86831,1386,296064308,26474,25898,576,8540058
3886,India,20,Jharkhand,333,Jamtara,2016-17,122588,118437,12062,44815,61560,60088,87276,60086,87274,75709,53902,74245,1952,121,27938,1273179,5640,246640,20324,887870,399,576467,2407689,218,622,3905.410,1497.910,4092.850,1498.300,265940.370,117817,91611,91301,310,315927818,21033,20775,258,27555
3887,India,20,Jharkhand,333,Jamtara,2017-18,126965,118064,11676,42444,63944,53576,73472,53573,73462,126408,46712,60555,3130,123,27617,1407428,4689,224953,14406,685677,1020,617349,2318058,293,874,3875.090,311.990,3909.440,312.510,265638.480,147928,107139,106700,439,371311955,19826,19597,229,0
3888,India,20,Jharkhand,333,Jamtara,2018-19,136259,126527,12013,43230,71284,50064,66577,50057,66568,118605,45555,58525,1908,114,28501,1431591,4188,207724,12866,624214,1301,692153,2263529,187,486,3804.020,1762.000,3812.410,1791.710,211946.360,162401,128517,127921,596,375041748,18686,18481,205,0
3889,India,20,Jharkhand,333,Jamtara,2019-20,149574,140279,12478,44720,83081,62784,82892,62776,82877,133895,57593,73725,3106,119,39079,2344240,4640,279893,13874,776209,0,1159737,3400342,0,0,5792.290,1859.130,5806.970,1863.280,25499.550,168769,178690,177766,924,578288128,17263,17083,180,0
3890,India,20,Jharkhand,333,Jamtara,2020-21,206858,176051,13844,48518,113689,115470,152090,115485,152098,193863,97235,121266,7588,207,71051,3958172,6758,397075,19426,1078744,0,2052779,5433991,0,0,10533.340,4139.990,10565.020,6178.320,47162.650,335011,181880,180919,961,1047095456,17167,16987,180,0
3891,India,20,Jharkhand,334,Koderma,2011-12,64119,64008,11397,955,51656,22267,33667,22267,33666,19080,22199,33542,1355,90,18634,785390,3224,123699,341,12097,33,320121,921186,183,12,1093.120,559.950,1093.280,560.020,5065396.510,21638,490,431,59,225600,51001,48196,2805,106859155
3892,India,20,Jharkhand,334,Koderma,2012-13,66099,65860,11453,988,53419,22648,33179,22647,33177,21255,22493,32869,2254,73,18925,875367,3182,140465,386,16847,52,374018,1032679,323,22,1252.240,519.750,1252.240,519.750,9144484.990,27724,1268,1025,243,2586590,44569,42436,2133,98428026
3893,India,20,Jharkhand,334,Koderma,2013-14,52223,51810,8315,854,42641,18445,27828,18444,27824,15613,17743,26752,2079,79,15035,711230,2404,112438,304,16823,122,321750,840491,279,61,1137.060,604.630,1145.320,608.950,2843718.740,23816,3454,2780,674,2957283,45757,43943,1814,90202904
3894,India,20,Jharkhand,334,Koderma,2014-15,51654,51182,8059,844,42279,23530,35470,23527,35463,19727,21388,31355,2230,75,18166,889861,2869,139164,353,19446,121,419518,1048471,264,45,1651.580,976.990,1659.210,981.060,3592382.410,35947,5243,4334,909,9283074,40825,39275,1550,112825526
3895,India,20,Jharkhand,334,Koderma,2015-16,53107,52223,8242,823,43158,21705,31504,21691,31480,18937,19165,27109,2892,87,16342,877130,2503,142728,320,16127,108,429784,1035985,444,41,1619.780,823.830,1630.860,832.570,1169889.490,41616,55909,54360,1549,141958206,8640,8237,403,11745094
3896,India,20,Jharkhand,334,Koderma,2016-17,66347,64014,9373,961,53680,37002,54030,36982,54004,28085,30998,43586,786,147,26687,1171532,3845,169791,466,23469,175,590518,1364792,67,19,2245.790,1133.930,2283.960,1153.550,803457.280,71599,59874,59253,621,165239468,4967,4663,304,120202
3897,India,20,Jharkhand,334,Koderma,2017-18,71299,66763,9110,972,56681,41414,55955,41375,55900,39656,31326,39903,1221,95,27307,1325555,3570,179530,449,21210,210,687915,1526295,152,11,2536.970,825.050,2597.290,846.180,6204076.400,81768,72106,71408,698,226502458,4785,4492,293,2856
